IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
447,0.4674207032210474,0.2102129800436022,0.4674207032210474,0.2572077231774452,11629,2945,11629,region_growing,,,,,normal,,-570.5,900.5,percentile,10.75,12381708,11996258,245,95,95,0,150,244,0.3877551020408163,no,158939,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,10.795136550527335,"(119, 185, 169)","(141, 141, 167)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
836,0.7369545596876094,0.3899459301475961,0.7369545596876094,0.3470086295400132,27103,7027,27103,region_growing,,,,,normal,,-498.0,843.25,percentile,10.75,11412935,10787041,275,120,120,0,155,274,0.4363636363636363,no,214871,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.5,"(100, 137, 172)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
603,0.4437112666636943,0.1853419726421886,0.4437112666636943,0.2583692940215056,13897,3764,13897,region_growing,,,,,normal,,-465.25,865.25,percentile,10.75,8771501,8444379,206,68,68,0,138,205,0.3300970873786408,no,257332,yes,both tolerable,yes,no,,,no,yes,no,no,0.63671875,6.673910147743694,"(84, 170, 172)","(135, 94, 160)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
676,0.49860810392824,0.2094615306018187,0.49860810392824,0.2891465733264212,8585,2295,8585,region_growing,,,,,normal,,-231.0,931.25,percentile,10.75,13017535,12879680,275,144,144,0,131,274,0.5236363636363637,no,255290,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
44,0.4135694126567348,0.3195201909567477,0.4135694126567348,0.0940492216999871,98407,22162,98407,region_growing,,,,,normal,,-533.0,1030.25,percentile,10.75,8264878,7962658,206,94,94,0,112,205,0.4563106796116505,no,380415,yes,both tolerable,yes,no,,,no,yes,no,no,1.76953125,0.58984375,"(98, 129, 152)","(108, 90, 175)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
129,0.7141162889988772,0.3622489765267314,0.7141162889988772,0.3518673124721458,29902,7944,29902,region_growing,,,,,normal,,-220.5,930.25,percentile,10.75,11719320,11553556,275,125,125,0,150,274,0.4545454545454545,no,217568,yes,both tolerable,yes,no,,,no,yes,no,yes,1.4921875,0.0,"(95, 157, 164)","(108, 117, 200)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
518,0.7037697704840052,0.4012055793088946,0.7037697704840052,0.3025641911751106,28447,6527,28447,region_growing,,,,,normal,,-259.5,573.5,percentile,10.75,11125682,10907777,243,93,93,0,150,242,0.382716049382716,no,163867,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.0982191061341653,"(108, 161, 161)","(124, 125, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
793,0.7189538676607642,0.3952851160626583,0.7189538676607642,0.3236687515981059,19414,4421,19414,region_growing,,,,,normal,,-402.75,708.0,percentile,10.75,9597053,9422535,206,58,58,0,148,205,0.2815533980582524,no,138895,yes,both tolerable,yes,no,,,no,yes,no,no,0.5,2.7741306352170945,"(97, 149, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
550,0.5425920133458451,0.257200531731574,0.5425920133458451,0.285391481614271,11329,2867,11329,region_growing,,,,,normal,,-442.0,854.25,percentile,10.75,12948257,12769654,275,98,98,0,177,274,0.3563636363636364,no,143168,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
631,0.7281377825618945,0.3878343556055602,0.7281377825618945,0.3403034269563343,24462,5565,24462,region_growing,,,,,normal,,-169.5,666.5,percentile,10.75,10861127,10647369,275,133,133,0,142,274,0.4836363636363636,no,345968,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.113000238656758,"(94, 132, 152)","(124, 93, 196)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
330,0.6411528409640886,0.3852785593697242,0.6411528409640886,0.2558742815943644,49388,11165,49388,region_growing,,,,,normal,,-490.25,706.75,percentile,10.75,10843768,10455420,275,178,178,0,97,274,0.6472727272727272,no,494443,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(105, 141, 194)","(120, 114, 221)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
90,0.6844110693922959,0.3555630592605098,0.6844110693922959,0.328848010131786,33602,9076,33602,region_growing,,,,,normal,,-205.5,719.0,percentile,10.75,11774441,11533815,275,131,131,0,144,274,0.4763636363636364,no,292453,yes,both tolerable,yes,no,,,no,yes,no,no,0.66015625,0.8281342128025279,"(88, 157, 157)","(112, 119, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
608,0.3697140555779299,0.1540043601661799,0.3697140555779299,0.21570969541175,10152,2184,10152,region_growing,,,,,normal,,-172.25,749.5,percentile,10.75,8606932,8527948,206,203,203,0,3,205,0.9854368932038836,no,890910,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,4.885194731377303,"(75, 97, 47)","(116, 30, 127)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
887,0.5486754428733951,0.2478541344564696,0.5486754428733951,0.3008213084169255,16529,4819,16529,region_growing,,,,,normal,,-492.25,798.0,percentile,10.75,11722762,11410563,275,114,114,0,161,274,0.4145454545454545,no,218405,yes,both tolerable,yes,no,,,no,yes,no,no,0.7890625,0.5,"(106, 164, 190)","(127, 128, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
175,0.4573893289126297,0.2927811842767854,0.4573893289126297,0.1646081446358442,41266,9877,41266,region_growing,,,,,normal,,-473.0,868.0,percentile,10.75,10329130,10032920,231,105,105,0,126,230,0.4545454545454545,no,291262,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.8095744354916121,"(97, 196, 168)","(130, 161, 191)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
760,0.4470388682377567,0.2049586776859504,0.4470388682377567,0.2420801905518062,20165,4677,20165,region_growing,,,,,normal,,-239.5,781.75,percentile,10.75,11245624,10420100,275,116,116,0,159,274,0.4218181818181818,no,391558,yes,found but incorrect,yes,yes,,,no,no,no,no,0.8250236739027553,11.925427468753478,"(106, 126, 225)","(135, 88, 201)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
696,0.6271896612650816,0.3153705583756345,0.6271896612650816,0.3118191028894471,19535,4542,19535,region_growing,,,,,normal,,-611.25,813.75,percentile,10.75,9478310,9041502,223,64,64,0,159,222,0.2869955156950672,no,120746,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(99, 137, 163)","(122, 103, 195)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
194,0.7813224967692715,0.4213738878543347,0.7813224967692715,0.3599486089149367,34322,8759,34322,region_growing,,,,,normal,,-489.5,1037.0,percentile,10.75,13196731,12768830,275,118,118,0,157,274,0.4290909090909091,no,300422,yes,both tolerable,yes,no,,,no,yes,no,no,0.8095744354916121,1.967649121771016,"(89, 155, 168)","(121, 121, 210)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
305,0.6860182594610514,0.3818687969014766,0.6860182594610514,0.3041494625595748,28148,6868,28148,region_growing,,,,,normal,,-141.75,820.5,percentile,10.75,10751169,10528047,267,104,104,0,163,266,0.3895131086142322,no,159768,yes,both tolerable,yes,no,,,no,yes,no,yes,1.625675941147251,0.0,"(98, 162, 176)","(117, 131, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
344,0.7269565217391304,0.4199661590524535,0.7269565217391304,0.3069903626866769,34600,9270,34600,region_growing,,,,,normal,,-462.25,751.25,percentile,10.75,12732443,11530701,275,120,120,0,155,274,0.4363636363636363,no,315238,yes,both tolerable,yes,no,,,no,yes,no,yes,1.7128449698162995,0.0,"(96, 163, 175)","(114, 133, 219)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.8,percentile,yes,per_slice,region_growing,standard,5,yes
