IMG_ID,dice_artery,artery_voxels,both_correct,both_tolerable,left_intersects,right_intersects,left_dist_mm,right_dist_mm,ostia_left,ostia_right,error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile
798,0.4197963072742677,281960.0,False,True,False,True,5.366320322048258,0.0,"(222, 349, 188)","(247, 282, 207)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
545,0.6511936108253266,165105.0,True,False,True,True,0.0,0.0,"(214, 355, 127)","(248, 281, 182)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
230,0.5136690960829292,197254.0,False,True,True,False,0.0,1.4102374024432907,"(192, 405, 166)","(220, 340, 198)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
293,,,False,False,False,False,,,,,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=73.2, z_diff<=40.0mm, x_sep>=29.3. Tente aumentar 'top_n' ou relaxar os fatores.",erro,scipy,N/A,"(1, 1, 1)",99.7
567,,,False,False,True,False,0.0,19.07006125653835,"(202, 344, 192)","(201, 231, 216)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
32,,,False,False,False,False,15.223616493642627,29.021143933286524,"(282, 313, 186)","(192, 260, 173)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
647,,,False,False,False,True,10.266193530917768,0.0,"(188, 329, 213)","(232, 259, 235)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
526,0.610639493386384,116785.0,False,True,True,False,0.0,0.63210077646018,"(176, 330, 160)","(224, 258, 195)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
339,0.5702700641476498,131889.0,False,True,False,True,7.203451749130466,0.0,"(176, 335, 164)","(214, 261, 206)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
810,0.646911779169262,152995.0,True,False,True,True,0.0,0.0,"(223, 333, 178)","(257, 264, 214)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
570,0.46061875644279215,101745.0,False,True,False,False,0.318359375,2.7051126746439844,"(196, 376, 202)","(220, 293, 224)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
899,,,False,False,True,False,0.0,10.973745746240205,"(170, 318, 177)","(295, 251, 188)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
606,,,False,False,False,False,,,,,Nenhuma superfície de aorta encontrada!,erro,scipy,N/A,"(1, 1, 1)",99.7
364,0.6130802452679286,302045.0,True,False,True,True,0.0,0.0,"(203, 348, 129)","(264, 280, 181)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
813,0.4593217467605524,169171.0,True,False,True,True,0.0,0.0,"(213, 383, 153)","(256, 299, 186)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
883,,,False,False,False,False,7.489138558612576,12.76766073740865,"(206, 320, 198)","(243, 250, 202)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
352,0.6485924238469266,160204.0,True,False,True,True,0.0,0.0,"(221, 297, 106)","(248, 221, 168)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
444,0.5384261827403122,252636.0,False,True,False,False,1.0883936925938724,1.47249823008303,"(185, 328, 228)","(239, 250, 256)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
434,0.3059030595903339,241446.0,True,False,True,True,0.0,0.0,"(185, 268, 150)","(231, 191, 185)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
291,0.6619607843137255,155923.0,False,True,True,False,0.0,0.8312514685137404,"(201, 282, 231)","(258, 215, 244)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
705,,,False,False,False,False,0.38671875,29.50774036304725,"(244, 279, 208)","(192, 243, 158)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
219,0.703974315088705,211355.0,False,True,False,True,1.5654196355143584,0.0,"(188, 311, 172)","(241, 265, 214)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
227,0.34049413059126526,253434.0,False,True,True,False,0.0,7.0,"(202, 328, 134)","(280, 264, 169)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
512,0.6032328249057377,169681.0,True,False,True,True,0.0,0.0,"(185, 303, 206)","(223, 223, 239)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
769,0.6647140022858048,252849.0,True,False,True,True,0.0,0.0,"(200, 300, 122)","(238, 221, 144)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
870,0.5080781734798571,79676.0,False,True,False,True,0.34765625,0.0,"(200, 313, 138)","(260, 250, 168)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
184,0.5878741895433853,152219.0,True,False,True,True,0.0,0.0,"(179, 305, 165)","(226, 249, 193)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
384,0.6845467729941372,157560.0,False,True,True,False,0.0,2.0938811759281495,"(193, 321, 224)","(212, 231, 241)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
266,0.5591805464350387,104586.0,False,True,False,False,2.317691234282665,0.869921524191667,"(202, 339, 174)","(232, 262, 192)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
764,0.6920216042071351,378682.0,True,False,True,True,0.0,0.0,"(198, 370, 115)","(234, 267, 159)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
73,0.6489163095467299,273309.0,False,True,True,False,0.0,0.5,"(189, 312, 160)","(240, 250, 194)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
960,,,False,False,False,True,8.282900778863647,0.0,"(169, 295, 211)","(227, 231, 215)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
857,0.6080436232469448,280761.0,True,False,True,True,0.0,0.0,"(167, 311, 147)","(215, 223, 186)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
483,0.40819405075068854,245251.0,False,True,False,True,0.63671875,0.0,"(224, 335, 185)","(268, 265, 216)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
214,0.6796481165003743,234813.0,False,True,True,False,0.0,1.1240671316713724,"(188, 352, 214)","(239, 278, 242)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
209,0.6205043558752094,162511.0,True,False,True,True,0.0,0.0,"(194, 345, 158)","(243, 263, 189)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
239,,,False,False,False,True,11.353676060334283,0.0,"(212, 334, 169)","(251, 287, 194)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
464,0.5481252613879809,148609.0,False,True,False,True,0.318359375,0.0,"(222, 352, 163)","(256, 265, 194)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
470,,,False,False,False,False,,,,,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=80.0, z_diff<=40.0mm, x_sep>=32.0. Tente aumentar 'top_n' ou relaxar os fatores.",erro,scipy,N/A,"(1, 1, 1)",99.7
982,,,False,False,False,False,1.0190933865777003,15.35447563505794,"(185, 281, 108)","(216, 196, 115)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
403,0.7014423612964696,184318.0,True,False,True,True,0.0,0.0,"(200, 295, 186)","(210, 215, 212)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
308,0.643312471697456,141827.0,True,False,True,True,0.0,0.0,"(197, 351, 188)","(241, 261, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
472,0.6290725594454111,222317.0,False,True,True,False,0.0,0.3671875,"(203, 325, 204)","(239, 261, 231)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
267,,,False,False,False,False,,,,,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=98.9, z_diff<=40.0mm, x_sep>=39.6. Tente aumentar 'top_n' ou relaxar os fatores.",erro,scipy,N/A,"(1, 1, 1)",99.7
117,0.6395451469270916,275007.0,True,False,True,True,0.0,0.0,"(204, 312, 178)","(223, 229, 204)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
507,,,False,False,False,False,5.157791554600004,18.00366555084274,"(210, 293, 195)","(221, 209, 188)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
590,,,False,False,False,False,47.78218918969458,0.6273515332642955,"(136, 255, 230)","(236, 196, 179)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
646,,,False,False,False,False,12.348643740418751,1.2476601635818394,"(171, 351, 196)","(226, 295, 207)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
541,0.56893434213901,193822.0,True,False,True,True,0.0,0.0,"(189, 359, 177)","(236, 291, 218)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
869,0.6209856515096628,220182.0,False,True,False,True,1.083984375,0.0,"(194, 374, 164)","(215, 304, 190)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
862,0.6422278717148105,217212.0,True,False,True,True,0.0,0.0,"(170, 260, 198)","(199, 169, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
87,0.5911767791047907,171855.0,True,False,True,True,0.0,0.0,"(205, 327, 191)","(228, 244, 220)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
957,0.5895041173796763,241699.0,True,False,True,True,0.0,0.0,"(202, 330, 138)","(229, 224, 182)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
317,,,False,False,False,False,1.4402598549244616,22.198164319274415,"(188, 309, 213)","(313, 140, 249)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
981,0.5856095645344271,83461.0,False,True,False,False,0.36328125,0.36328125,"(177, 282, 164)","(221, 208, 199)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
949,0.6353203563886056,170966.0,False,True,False,True,0.5165194065698608,0.0,"(203, 306, 174)","(255, 253, 211)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
614,,,False,False,False,False,1.2699007875633066,34.53322764813761,"(183, 270, 190)","(134, 192, 235)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
116,,,False,False,True,False,0.0,8.796528079304926,"(202, 347, 148)","(257, 298, 170)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
513,0.6794273871813263,195104.0,True,False,True,True,0.0,0.0,"(197, 312, 164)","(249, 232, 212)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
755,,,False,False,False,True,24.233735283303933,0.0,"(120, 318, 203)","(229, 225, 187)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
557,0.6872627249718786,139656.0,False,True,False,True,1.231503780952377,0.0,"(189, 294, 160)","(203, 219, 204)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
978,0.40591714056250966,145093.0,False,True,True,False,0.0,6.462335474513549,"(183, 312, 187)","(235, 237, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
786,0.5339780383272611,127097.0,True,False,True,True,0.0,0.0,"(204, 341, 175)","(236, 235, 192)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
222,0.48648878080690305,276045.0,True,False,True,True,0.0,0.0,"(198, 311, 186)","(227, 214, 225)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
763,0.516792424538923,285280.0,False,True,True,False,0.0,1.6035096775925028,"(201, 393, 178)","(221, 309, 196)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
269,,,False,False,True,False,0.0,15.6102195717461,"(211, 357, 185)","(266, 265, 191)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
672,0.4737564429821228,104457.0,False,True,False,False,0.4502281458336221,7.855141684591676,"(172, 293, 200)","(230, 207, 203)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
597,0.3770990593427012,79526.0,False,True,False,False,1.1240671316713724,7.9389735979111355,"(180, 284, 181)","(227, 200, 181)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
324,0.7032900223280338,224042.0,False,True,False,True,1.072265625,0.0,"(150, 356, 194)","(184, 271, 219)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
188,0.6181365734518168,168529.0,False,True,False,True,1.9379094829383803,0.0,"(203, 351, 199)","(243, 304, 219)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
935,0.676356881056384,184108.0,False,True,False,True,1.1484375,0.0,"(215, 314, 186)","(223, 235, 204)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
688,,,False,False,False,False,1.397214898523577,15.751911592280956,"(197, 352, 136)","(286, 298, 134)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
154,0.6294218527454001,149980.0,False,True,False,True,1.7844338322175188,0.0,"(194, 329, 136)","(219, 254, 163)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
759,,,False,False,False,False,1.0067407394676677,47.138827574452826,"(217, 318, 193)","(134, 138, 168)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
791,,,False,False,False,False,14.880695310570182,36.87910573053043,"(176, 325, 193)","(73, 278, 225)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
270,0.6263068844414186,172448.0,False,True,True,False,0.0,0.8595969173697416,"(209, 334, 170)","(230, 241, 188)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
122,,,False,False,False,False,13.729330861677994,2.7614652741262344,"(111, 340, 208)","(155, 262, 208)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
156,,,False,False,False,True,8.131989275248333,0.0,"(176, 272, 152)","(220, 188, 178)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
110,0.5842408674622135,219058.0,False,True,False,False,1.060546875,0.6123506324967262,"(190, 353, 173)","(218, 280, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
9,0.2673991989485421,46318.0,False,True,False,False,6.186908115630133,1.4902023771957955,"(175, 335, 209)","(225, 281, 223)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
861,,,False,False,False,False,32.63694339951109,32.399504942702855,"(210, 333, 221)","(117, 294, 217)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
187,,,False,False,False,True,33.706549359531934,0.0,"(101, 291, 208)","(241, 233, 182)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
83,0.39786336126828686,33423.0,True,False,True,True,0.0,0.0,"(204, 345, 190)","(221, 239, 220)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
314,0.5416937218266643,131913.0,False,True,False,False,0.318359375,2.9943750417857045,"(182, 247, 174)","(224, 178, 201)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
838,0.43508511213185624,112775.0,False,True,True,False,0.0,5.1221696434899,"(195, 283, 193)","(260, 206, 206)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
525,,,False,False,True,False,0.0,15.84790995683658,"(221, 307, 193)","(220, 211, 203)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
284,,,False,False,True,False,0.0,10.494857982239818,"(190, 318, 209)","(291, 238, 221)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
468,,,False,False,False,True,11.839361419468569,0.0,"(170, 263, 204)","(247, 237, 209)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
493,0.3790277573799383,78610.0,False,True,False,False,1.3680800657879093,0.5927501089416944,"(209, 357, 198)","(239, 272, 226)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
437,0.5472115514746453,269586.0,False,True,False,True,1.3828125,0.0,"(212, 329, 187)","(241, 264, 215)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
347,0.7505382379768899,322329.0,False,True,False,True,0.376953125,0.0,"(168, 305, 173)","(204, 225, 170)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
241,0.4592262803098903,184080.0,False,True,True,False,0.0,7.755936840537967,"(177, 281, 117)","(239, 205, 151)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
556,,,False,False,True,False,0.0,33.23168727837447,"(165, 312, 179)","(253, 265, 162)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
539,0.5625238046578167,120016.0,True,False,True,True,0.0,0.0,"(204, 332, 117)","(223, 250, 156)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
215,0.5985713446619707,146059.0,True,False,True,True,0.0,0.0,"(181, 340, 184)","(233, 285, 228)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
552,0.6070549265282023,172204.0,False,True,True,False,0.0,1.2689962815154345,"(165, 354, 183)","(209, 293, 233)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
797,,,False,False,False,False,16.81842016196482,31.817538358944432,"(214, 321, 246)","(153, 282, 240)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
702,,,False,False,False,False,1.7858409945628777,28.0163442728925,"(177, 315, 154)","(198, 207, 134)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
508,,,False,False,False,True,11.897516687120573,0.0,"(160, 303, 188)","(234, 222, 187)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
30,,,False,False,False,False,0.3515625,8.60120415352554,"(195, 306, 168)","(235, 219, 184)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
607,0.672512587044035,291009.0,False,True,False,True,2.3167751076472793,0.0,"(178, 311, 144)","(229, 253, 188)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
794,0.6644618146131588,285661.0,False,True,True,False,0.0,0.6309077477584505,"(192, 349, 167)","(216, 270, 199)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
411,0.6435846803462298,159966.0,True,False,True,True,0.0,0.0,"(187, 329, 147)","(222, 264, 174)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
850,,,False,False,False,False,1.0688145311292905,9.450545231666862,"(252, 369, 135)","(257, 255, 175)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
280,0.6334406376944891,129683.0,True,False,True,True,0.0,0.0,"(216, 305, 181)","(248, 215, 204)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
713,0.6312420617550607,166118.0,False,True,False,True,0.9279728311968262,0.0,"(172, 296, 193)","(228, 234, 235)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
433,0.596301865386035,151003.0,False,True,False,True,0.955078125,0.0,"(208, 279, 184)","(266, 220, 206)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
802,0.6598924986167102,165248.0,False,True,False,True,1.863309911991293,0.0,"(174, 298, 149)","(237, 238, 191)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
681,,,False,False,False,True,19.94978026075457,0.0,"(145, 314, 175)","(259, 219, 171)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
886,,,False,False,False,False,43.64825571601666,35.45080607241649,"(103, 337, 248)","(89, 262, 205)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
656,0.6373157923544772,202829.0,False,True,True,False,0.0,0.404296875,"(180, 322, 183)","(216, 249, 225)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
730,,,False,False,False,False,1.9474468242549734,15.030000567306132,"(185, 281, 185)","(184, 194, 203)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
847,0.5830051376801024,163762.0,True,False,True,True,0.0,0.0,"(184, 319, 196)","(245, 260, 224)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
792,,,False,False,False,False,,,,,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=89.0, z_diff<=40.0mm, x_sep>=35.6. Tente aumentar 'top_n' ou relaxar os fatores.",erro,scipy,N/A,"(1, 1, 1)",99.7
410,0.6855729469913006,150003.0,True,False,True,True,0.0,0.0,"(174, 306, 149)","(230, 238, 186)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
534,0.5129771172029914,187066.0,False,True,False,False,0.7599137267284441,7.918569985189975,"(182, 318, 235)","(258, 244, 221)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
677,0.6676553099062053,245015.0,True,False,True,True,0.0,0.0,"(183, 349, 118)","(207, 239, 196)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
208,0.5896938721235536,100017.0,False,True,False,False,0.416015625,6.374386327789382,"(164, 317, 141)","(251, 210, 186)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
729,0.4457650024440973,48087.0,False,True,False,True,4.6395463813825595,0.0,"(189, 324, 177)","(229, 242, 183)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
751,0.6326814360550299,181735.0,True,False,True,True,0.0,0.0,"(192, 368, 163)","(199, 286, 190)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
832,,,False,False,False,False,0.703125,9.718655797373035,"(182, 318, 192)","(226, 241, 207)",,nenhum correto,scipy,N/A,"(1, 1, 1)",99.7
808,,,False,False,False,False,,,,,"Segundo óstio não encontrado! Tentou 2000 candidatos. Restrições: dist>=92.5, z_diff<=40.0mm, x_sep>=37.0. Tente aumentar 'top_n' ou relaxar os fatores.",erro,scipy,N/A,"(1, 1, 1)",99.7
242,0.5707978905174882,113059.0,False,True,False,False,3.4840947196689416,0.5,"(211, 348, 154)","(239, 287, 189)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
445,0.6449827966475519,177134.0,False,True,False,True,0.3515625,0.0,"(210, 329, 182)","(239, 251, 212)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
6,0.5201669406088333,70309.0,False,True,False,True,0.353515625,0.0,"(162, 294, 142)","(217, 241, 191)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
150,,,False,False,False,True,8.638639860117593,0.0,"(198, 298, 202)","(267, 247, 201)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
728,,,False,False,True,False,0.0,21.603897823866923,"(190, 296, 230)","(193, 232, 183)",,um correto,scipy,N/A,"(1, 1, 1)",99.7
213,0.7050512258524899,180382.0,True,False,True,True,0.0,0.0,"(171, 347, 211)","(218, 239, 233)",,ambos corretos,scipy,N/A,"(1, 1, 1)",99.7
68,0.4115375503435205,71480.0,False,True,False,False,2.098918854473897,0.63671875,"(199, 340, 150)","(232, 262, 168)",,ambos toleráveis,scipy,N/A,"(1, 1, 1)",99.7
