IMG_ID,artery_dice,artery_dice_before_morphology,artery_dice_after_morphology,artery_dice_morphology_delta,artery_voxel_count,artery_voxel_count_before_morphology,artery_voxel_count_after_morphology,artery_segmentation_method,fc_processed_voxels,fc_effective_alpha,fc_object_seed_count,fc_candidate_voxels_final,threshold_mode,fuzzy_mask_strategy,min_threshold_hu,max_threshold_hu,lower_threshold_method,lower_threshold_percentile,threshold_voxel_count,lcc_voxel_count,image_slice_count,aorta_circle_count,aorta_detected_circle_count,aorta_interpolated_circle_count,aorta_circle_first_slice,aorta_circle_last_slice,aorta_circle_coverage,aorta_recovered_initialization,aorta_mask_voxel_count,ostia_detected,ostia_detection_status,artery_segmentation_run,segmented_with_incorrect_ostia,segmentation_skip_reason,ostia_detection_error,both_ostia_correct,both_ostia_tolerable,left_ostium_correct,right_ostium_correct,left_ostium_distance_mm,right_ostium_distance_mm,left_ostium,right_ostium,pipeline_error,status,downscale_method,opencv_interpolation,downscale_factors,max_threshold_percentile,configured_lower_threshold_method,lcc_per_slice,lcc_mode,configured_artery_segmentation_method,aorta_ostia_method,aorta_miss_count,aorta_interpolate_missed_circles
447,0.4674207032210474,0.2102129800436022,0.4674207032210474,0.2572077231774452,11629,2945,11629,region_growing,,,,,normal,,-570.5,1015.0,percentile,10.75,12397757,12012231,245,95,95,0,150,244,0.3877551020408163,no,158930,yes,found but incorrect,yes,yes,,,no,no,yes,no,0.0,10.795136550527335,"(119, 185, 169)","(141, 141, 167)",,one ostium correct,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
836,0.7369545596876094,0.3899459301475961,0.7369545596876094,0.3470086295400132,27103,7027,27103,region_growing,,,,,normal,,-498.0,942.25,percentile,10.75,11430939,10800864,275,120,120,0,155,274,0.4363636363636363,no,216453,yes,both tolerable,yes,no,,,no,yes,no,no,1.029961908617559,0.5,"(100, 137, 172)","(126, 105, 209)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
603,0.6602261048304213,0.3998183512990272,0.6602261048304213,0.2604077535313941,42014,10878,42014,region_growing,,,,,normal,,-465.25,1008.0,percentile,10.75,8784998,8458157,206,70,70,0,136,205,0.3398058252427184,no,199477,yes,both tolerable,yes,no,,,no,yes,no,yes,0.63671875,0.0,"(84, 170, 172)","(117, 123, 192)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
676,0.4989355525449971,0.2086805378048157,0.4989355525449971,0.2902550147401814,8556,2282,8556,region_growing,,,,,normal,,-231.0,1018.0,percentile,10.75,13035551,12897855,275,144,144,0,131,274,0.5236363636363637,no,255296,yes,both tolerable,yes,no,,,no,yes,no,no,1.1576348337032387,0.8916609243998318,"(77, 185, 138)","(98, 161, 185)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
44,0.6071096798166842,0.3622865885461942,0.6071096798166842,0.2448230912704899,52851,13487,52851,region_growing,,,,,normal,,-533.0,1053.5,percentile,10.75,8278354,7975720,206,94,94,0,112,205,0.4563106796116505,no,247638,yes,both tolerable,yes,no,,,no,yes,no,no,1.76953125,0.58984375,"(98, 129, 152)","(108, 90, 175)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
129,0.7141162889988772,0.3622489765267314,0.7141162889988772,0.3518673124721458,29902,7944,29902,region_growing,,,,,normal,,-220.5,1056.0,percentile,10.75,11737339,11571655,275,125,125,0,150,274,0.4545454545454545,no,217453,yes,both tolerable,yes,no,,,no,yes,no,yes,1.4921875,0.0,"(95, 157, 164)","(108, 117, 200)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
518,0.7045314823996034,0.3973179807624798,0.7045314823996034,0.3072135016371236,28418,6479,28418,region_growing,,,,,normal,,-259.5,630.25,percentile,10.75,11141570,10922079,243,93,93,0,150,242,0.382716049382716,no,162496,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,0.5,"(108, 161, 161)","(126, 126, 193)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
793,0.7189538676607642,0.3952851160626583,0.7189538676607642,0.3236687515981059,19414,4421,19414,region_growing,,,,,normal,,-402.75,804.0,percentile,10.75,9610538,9436034,206,58,58,0,148,205,0.2815533980582524,no,138895,yes,both tolerable,yes,no,,,no,yes,no,no,0.5,2.7741306352170945,"(97, 149, 141)","(109, 116, 181)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
550,0.5425920133458451,0.257200531731574,0.5425920133458451,0.285391481614271,11329,2867,11329,region_growing,,,,,normal,,-442.0,944.0,percentile,10.75,12966276,12787667,275,98,98,0,177,274,0.3563636363636364,no,143168,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.6331862610496235,"(97, 158, 200)","(113, 127, 211)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
631,0.7281377825618945,0.3878343556055602,0.7281377825618945,0.3403034269563343,24462,5565,24462,region_growing,,,,,normal,,-169.5,852.25,percentile,10.75,10879123,10665626,275,133,133,0,142,274,0.4836363636363636,no,341460,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.113000238656758,"(94, 132, 152)","(124, 93, 196)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
330,0.6720802730940313,0.3774716780877229,0.6720802730940313,0.2946085950063083,44076,10081,44076,region_growing,,,,,normal,,-490.25,748.0,percentile,10.75,10861803,10469973,275,104,104,0,171,274,0.3781818181818182,no,229838,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,1.739843048383334,"(104, 138, 192)","(120, 114, 221)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
90,0.3866441894610908,0.1722350501861363,0.3866441894610908,0.2144091392749544,16859,4134,16859,region_growing,,,,,normal,,-205.5,798.75,percentile,10.75,11792461,11548796,275,131,131,0,144,274,0.4763636363636364,no,292640,yes,both tolerable,yes,no,,,no,yes,no,no,1.3203125,0.8281342128025279,"(85, 154, 150)","(112, 119, 186)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
608,0.0,0.0,0.0,0.0,57,3,57,region_growing,,,,,normal,,-172.25,874.146240234375,percentile,10.75,8620410,8541777,206,206,206,0,0,205,1.0,no,401237,yes,found but incorrect,yes,yes,,,no,no,no,no,16.718666946347447,32.327828584310495,"(102, 76, 101)","(62, 50, 110)",,no ostium correct,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
887,0.5486754428733951,0.2478541344564696,0.5486754428733951,0.3008213084169255,16529,4819,16529,region_growing,,,,,normal,,-492.25,916.25,percentile,10.75,11740777,11428481,275,114,114,0,161,274,0.4145454545454545,no,218408,yes,both tolerable,yes,no,,,no,yes,no,no,0.7890625,0.5,"(106, 164, 191)","(127, 128, 208)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
175,0.4573893289126297,0.2927811842767854,0.4573893289126297,0.1646081446358442,41266,9877,41266,region_growing,,,,,normal,,-473.0,972.0,percentile,10.75,10344269,10048078,231,98,98,0,133,230,0.4242424242424242,no,275473,yes,both tolerable,yes,no,,,no,yes,no,no,1.2734375,0.8095744354916121,"(97, 196, 168)","(130, 161, 191)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
760,0.7196610736384413,0.3901911287414352,0.7196610736384413,0.3294699448970061,36503,9115,36503,region_growing,,,,,normal,,-239.5,906.25,percentile,10.75,11263625,10433312,275,116,116,0,159,274,0.4218181818181818,no,280734,yes,both tolerable,yes,no,,,no,yes,no,no,0.65625,0.8250236739027553,"(88, 163, 195)","(106, 126, 225)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
696,0.6271096647241353,0.3154732911186881,0.6271096647241353,0.3116363736054472,19556,4553,19556,region_growing,,,,,normal,,-611.25,855.5,percentile,10.75,9492827,9054886,223,64,64,0,159,222,0.2869955156950672,no,121035,yes,both tolerable,yes,no,,,no,yes,yes,no,0.0,1.739843048383334,"(99, 137, 163)","(122, 103, 195)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
194,0.7813224967692715,0.4213738878543347,0.7813224967692715,0.3599486089149367,34322,8759,34322,region_growing,,,,,normal,,-489.5,1166.25,percentile,10.75,13214741,12786840,275,118,118,0,157,274,0.4290909090909091,no,295724,yes,both tolerable,yes,no,,,no,yes,no,no,0.8095744354916121,1.967649121771016,"(89, 155, 168)","(121, 121, 210)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
305,0.6913708986629921,0.3772356734395912,0.6913708986629921,0.3141352252234008,27522,6696,27522,region_growing,,,,,normal,,-141.75,973.75,percentile,10.75,10768683,10543815,267,104,104,0,163,266,0.3895131086142322,no,159768,yes,both tolerable,yes,no,,,no,yes,no,yes,1.625675941147251,0.0,"(98, 162, 176)","(117, 131, 217)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
344,0.7271365440790952,0.4213119505361801,0.7271365440790952,0.3058245935429151,34655,9304,34655,region_growing,,,,,normal,,-462.25,875.5,percentile,10.75,12750474,11543100,275,120,120,0,155,274,0.4363636363636363,no,306417,yes,both tolerable,yes,no,,,no,yes,no,yes,1.7128449698162995,0.0,"(96, 163, 175)","(114, 133, 219)",,both ostia tolerable,opencv,linear,"(2, 2, 1)",99.9,percentile,yes,per_slice,region_growing,bilateral_thin,5,yes
